Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
4450,18,15,15,14,10,0,0,0,0,0,-1792,0,0,69,14,17,77,210,0,0,0,0,0,0,0,0
4500,18,15,16,14,10,0,0,0,0,0,-1792,0,0,63,14,17,77,210,0,0,0,0,0,0,0,0
4550,18,15,16,14,10,0,0,0,0,0,-1792,0,0,66,14,17,78,210,0,0,0,0,0,0,0,0
4600,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,17,80,210,0,0,0,0,0,0,0,0
4650,18,15,15,14,10,0,0,0,0,0,-1792,0,0,62,14,17,77,210,0,0,0,0,0,0,0,0
4700,18,15,16,14,10,0,0,0,0,0,-1792,0,0,63,14,17,76,210,0,0,0,0,0,0,0,0
4750,18,15,16,14,10,0,0,0,0,0,-1792,0,0,61,14,17,78,210,0,0,0,0,0,0,0,0
4800,18,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,79,210,0,0,0,0,0,0,0,0
4850,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,17,77,210,0,0,0,0,0,0,0,0
4900,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,17,75,210,0,0,0,0,0,0,0,0
4950,18,15,16,14,10,0,0,0,0,0,-1792,0,0,62,14,17,51,210,0,0,0,0,0,0,0,0
5000,18,15,15,14,10,0,0,0,0,0,-1792,0,0,60,14,16,81,210,0,0,0,0,0,0,0,0
5050,18,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,78,210,0,0,0,0,0,0,0,0
5100,18,15,16,14,10,0,0,0,0,0,-1792,0,0,63,14,17,77,210,0,0,0,0,0,0,0,0
5150,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,17,77,210,0,0,0,0,0,0,0,0
5200,19,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,77,210,0,0,0,0,0,0,0,0
5250,18,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,77,210,0,0,0,0,0,0,0,0
5300,20,16,16,14,10,0,0,0,0,0,-1792,0,0,64,14,17,74,210,0,0,0,0,0,0,0,0
5350,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,17,74,210,0,0,0,0,0,0,0,0
5400,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,17,73,210,0,0,0,0,0,0,0,0
5450,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,18,74,210,0,0,0,0,0,0,0,0
5500,18,15,16,14,10,0,0,0,0,0,-1792,0,0,66,14,17,72,210,0,0,0,0,0,0,0,0
